"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"CASE"	"CTRL"	"log2fold_CTRL_CASE"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SAMP1"	"countData.SAMP2"	"countData.SAMP3"	"countData.SAMP4"	"countData.SAMP5"	"countData.SAMP6"
"ENSRNOG00000002251:E019"	"ENSRNOG00000002251"	"E019"	44.860453680716	0.00126304249690528	0.0415255614095571	0.838526816581861	0.992709524988712	12.1892976082595	12.0301130146561	-0.038737881611298	"chr14"	10885012	10885190	179	"+"	53	50	55	36	47	32
"ENSRNOG00000002251:E020"	"ENSRNOG00000002251"	"E020"	27.1897779082329	0.00391720539786089	0.0181394874284706	0.892862582436656	0.992709524988712	9.3974458019206	9.49259838229563	0.0294461770249246	"chr14"	10886852	10886978	127	"+"	25	29	39	22	26	23
"ENSRNOG00000002251:E021"	"ENSRNOG00000002251"	"E021"	24.2571644422526	0.00194808758089289	0.0173177582099839	0.895303095205274	0.992709524988712	8.984686541367	8.87740236206238	-0.0350637080702194	"chr14"	10887835	10887980	146	"+"	29	25	31	21	22	19
"ENSRNOG00000002251:E022"	"ENSRNOG00000002251"	"E022"	19.498301450202	0.00369256413358778	0.297433550589005	0.585495845373386	0.973479008281169	7.86602940116479	8.28858966882741	0.152416659332171	"chr14"	10889383	10889556	174	"+"	26	19	20	23	20	11
"ENSRNOG00000002251:E023"	"ENSRNOG00000002251"	"E023"	15.1858222415726	0.0526522980115178	0.116811226257283	0.732519040659522	0.989869615376402	7.33983458702301	6.79577587646773	-0.223835432775556	"chr14"	10891525	10891698	174	"+"	32	12	13	15	10	11
"ENSRNOG00000002251:E024"	"ENSRNOG00000002251"	"E024"	5.0712005399494	0.0738926042378547	0.339378974254416	0.560187909250191	NA	3.78747512825842	4.41736777971575	0.44498868525295	"chr14"	10894315	10894407	93	"+"	7	4	4	4	2	9
"ENSRNOG00000002251:E025"	"ENSRNOG00000002251"	"E025"	20.4863590395137	0.00565224975735918	4.99717155857495	0.0253887763221269	0.464705280896072	8.97978234765219	7.14907169057369	-0.664054092789006	"chr14"	10894996	10895119	124	"+"	37	24	24	14	11	15
"ENSRNOG00000002251:E026"	"ENSRNOG00000002251"	"E026"	38.8788685713529	0.00905873782400523	5.95909430394688	0.0146415606069268	0.374787557472308	12.2520915941295	9.94651582995465	-0.612266790742358	"chr14"	10896877	10897167	291	"+"	71	40	49	26	27	25
"ENSRNOG00000002251:E027"	"ENSRNOG00000002251"	"E027"	12.1361975551489	0.00502730191305369	0.339002729823562	0.560405431528863	0.969874068687783	6.55315806316126	6.09032207215795	-0.21257427142822	"chr14"	10897168	10897212	45	"+"	20	12	13	7	11	11
"ENSRNOG00000002251:E028"	"ENSRNOG00000002251"	"E028"	6.09745549379869	0.0186627487698433	0.936920064870705	0.333071182874012	NA	4.14918848219796	4.9368655914956	0.503038295270744	"chr14"	10900768	10900806	39	"+"	9	7	2	6	6	7
"ENSRNOG00000002251:E029"	"ENSRNOG00000002251"	"E029"	23.2278253413704	0.00342194924986687	0.357382921912219	0.549963298376489	0.967344073680983	8.98316435543734	8.51293872930512	-0.156861305951484	"chr14"	10902036	10902094	59	"+"	31	29	25	13	26	18
"ENSRNOG00000002251:E030"	"ENSRNOG00000002251"	"E030"	39.9041087119993	0.0074796069081111	0.0500385611903766	0.822996188014703	0.991491044839543	11.5558382854544	11.340498067106	-0.0553099877472079	"chr14"	10904298	10904561	264	"+"	61	44	37	30	41	31
"ENSRNOG00000002251:E031"	"ENSRNOG00000002251"	"E031"	35.3066359716835	0.0175034877009602	1.09344850674965	0.295708392426555	0.891922237914901	10.2837078737276	11.423774255611	0.308550434611184	"chr14"	10906767	10906886	120	"+"	42	42	28	38	44	22
"ENSRNOG00000002251:E032"	"ENSRNOG00000002251"	"E032"	26.6042027328016	0.00236721399971138	1.75183869619838	0.185645749526726	0.810593794525642	8.93093782329447	9.94011466327636	0.312900939081316	"chr14"	10907234	10907305	72	"+"	33	24	27	30	30	18
"ENSRNOG00000002251:E033"	"ENSRNOG00000002251"	"E033"	53.0463563819701	0.0118965344473539	0.000154683512292308	0.990076819809001	0.998110391250775	13.1580914655834	13.1810724880296	0.00516183346847576	"chr14"	10908985	10909571	587	"+"	72	56	57	58	52	29
"ENSRNOG00000002251:E034"	"ENSRNOG00000002251"	"E034"	1.24657484591981	0.222577345483319	0.0281392542357395	0.866781854547763	NA	2.17804299413395	1.9524452617373	-0.31569683179919	"chr14"	10909572	10909576	5	"+"	4	1	0	1	2	0
"ENSRNOG00000002251:E035"	"ENSRNOG00000002251"	"E035"	0.608640297651002	0.592236123807742	0.112356361396778	0.737477235861493	NA	1.6799307899776	1.12416804218721	-1.15941628114651	"chr14"	10909577	10909612	36	"+"	3	0	0	0	1	0
"ENSRNOG00000057070:E001"	"ENSRNOG00000057070"	"E001"	0.95389947010493	0.296865566611828	4.09794868810669	0.0429352758124909	NA	1.04711005804444	2.34554563307977	2.32794836819977	"chr14"	10957160	10957299	140	"+"	1	0	0	2	3	0
"ENSRNOG00000057070:E002"	"ENSRNOG00000057070"	"E002"	0.958716132790336	0.295469195201677	4.10260383759606	0.0428172237377953	NA	2.34758137035865	1.0536661068345	-2.31244130832555	"chr14"	10958148	10958270	123	"+"	1	3	1	0	1	0
"ENSRNOG00000002258:E001"	"ENSRNOG00000002258"	"E001"	11.3615840688368	0.0388061494862633	2.90567121142554	0.088268501124016	0.701358245365244	6.80607836344012	5.02244942346147	-0.881302704264029	"chr14"	11095163	11095331	169	"+"	19	17	14	5	4	10
"ENSRNOG00000002258:E002"	"ENSRNOG00000002258"	"E002"	57.3357287203654	0.00145034575626091	0.251792023386145	0.615816075782703	0.973479008281169	13.8108868766181	13.4276949163202	-0.0833744099902862	"chr14"	11149681	11149770	90	"+"	83	59	68	58	50	32
"ENSRNOG00000002258:E003"	"ENSRNOG00000002258"	"E003"	80.9906952741674	0.00080173935933111	0.415844482470305	0.519017883722247	0.956689620517731	15.9328921189341	16.4156271317941	0.0893864224167515	"chr14"	11151988	11152041	54	"+"	101	89	92	88	80	44
"ENSRNOG00000002258:E004"	"ENSRNOG00000002258"	"E004"	84.825931265911	0.00121845255982278	0.0683980733448948	0.793683622414908	0.991491044839543	16.5966641681519	16.4120822708711	-0.0335427556830181	"chr14"	11152134	11152166	33	"+"	117	92	98	88	83	41
"ENSRNOG00000002258:E005"	"ENSRNOG00000002258"	"E005"	71.879097272508	0.000832899088712656	0.799888618668533	0.371126672793987	0.921827085433355	14.9447282937474	15.610960263248	0.130102453910519	"chr14"	11152270	11152337	68	"+"	86	80	81	78	72	41
"ENSRNOG00000002258:E006"	"ENSRNOG00000002258"	"E006"	111.32938083899	0.00215905594105517	0.520043479033021	0.470823135663883	0.938211773384176	18.5457345306919	19.1460717172752	0.0966375675487452	"chr14"	11158029	11158156	128	"+"	135	124	128	114	120	59
"ENSRNOG00000002258:E007"	"ENSRNOG00000002258"	"E007"	160.420815917999	0.000482260750807426	0.58697060459366	0.443592963842461	0.938211773384176	22.5474154732431	22.0090084030706	-0.0747150833961001	"chr14"	11160636	11160813	178	"+"	216	198	172	153	143	97
"ENSRNOG00000002258:E008"	"ENSRNOG00000002258"	"E008"	1219.34202382329	0.00193975930285641	0.00436824168944838	0.947304042600132	0.99449601341666	52.5061179451834	52.5107199184247	0.000347288880119478	"chr14"	11164168	11166428	2261	"+"	1547	1502	1302	1294	1054	728
"ENSRNOG00000002262:E001"	"ENSRNOG00000002262"	"E001"	161.521922035505	0.000888859244806582	0.240839899123856	0.62360015246011	0.974801928486323	22.5981225359959	22.3071486066127	-0.0401050297282275	"chr14"	11172362	11173316	955	"-"	184	166	153	171	153	149
"ENSRNOG00000002262:E002"	"ENSRNOG00000002262"	"E002"	51.3706146621414	0.00241546585214379	0.568778065807251	0.450744889414241	0.938211773384176	12.7020382500304	13.2336076642387	0.121181369908598	"chr14"	11176718	11176841	124	"-"	50	46	55	57	56	46
"ENSRNOG00000002262:E003"	"ENSRNOG00000002262"	"E003"	30.1898781483974	0.0170659777068591	0.170358640017085	0.679793269481751	0.983440849722955	9.83888875479497	10.177122696708	0.0989461778694762	"chr14"	11178764	11178896	133	"-"	40	24	26	24	36	33
"ENSRNOG00000002262:E004"	"ENSRNOG00000002262"	"E004"	29.0719316976244	0.0195220330032055	0.0181720042162254	0.892767178075227	0.992709524988712	9.825234455957	9.85005575312294	0.00738264754301454	"chr14"	11181076	11181269	194	"-"	47	21	22	33	29	25
"ENSRNOG00000002262:E005"	"ENSRNOG00000002262"	"E005"	41.520587602868	0.00914478825273876	0.00184150949063167	0.965771035131955	0.996607677452821	11.6661128708862	11.6928361772696	0.00673285008144919	"chr14"	11182299	11182400	102	"-"	48	38	41	59	30	34
"ENSRNOG00000002262:E006"	"ENSRNOG00000002262"	"E006"	38.9568611241448	0.0190825623644821	0.248235819701435	0.618320039461167	0.974293682471478	11.4880493757113	11.1115529935215	-0.0979316124669793	"chr14"	11198016	11198194	179	"-"	42	42	39	48	21	41
"ENSRNOG00000059915:E001"	"ENSRNOG00000059915"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11184227	11184324	98	"+"	0	0	0	0	0	0
"ENSRNOG00000002270:E001"	"ENSRNOG00000002270"	"E001"	22.6974981059161	0.282445630180666	0.10038455730438	0.751368637426165	0.989869615376402	9.31945701782604	7.88377159610907	-0.487908765336168	"chr14"	11198896	11199403	508	"+"	36	47	5	24	6	20
"ENSRNOG00000002270:E002"	"ENSRNOG00000002270"	"E002"	123.92703744547	0.00866951802303267	0.171800344163927	0.678516716392923	0.983440849722955	20.1756354416694	19.4336351403834	-0.114234938088868	"chr14"	11199404	11199579	176	"+"	174	157	96	122	104	101
"ENSRNOG00000002270:E003"	"ENSRNOG00000002270"	"E003"	5.04664358834627	0.0749537737313083	0.467836177698189	0.493984315796989	NA	4.48563632233727	3.66040332161189	-0.588034762843944	"chr14"	11199580	11199724	145	"+"	9	10	1	4	3	4
"ENSRNOG00000002270:E004"	"ENSRNOG00000002270"	"E004"	219.400367050008	0.00796221726121113	0.261348489368459	0.609195234580879	0.973479008281169	25.6424121747014	26.073566569855	0.0527174724234216	"chr14"	11200295	11200463	169	"+"	226	238	246	217	207	191
"ENSRNOG00000002270:E005"	"ENSRNOG00000002270"	"E005"	310.164466494958	0.00347870915680459	0.405835584879114	0.524090802027658	0.957007376039222	30.5950643526881	29.7849224551701	-0.0874686659528141	"chr14"	11200552	11200713	162	"+"	342	367	344	297	306	227
"ENSRNOG00000002270:E006"	"ENSRNOG00000002270"	"E006"	374.3080720957	0.00352548769538428	0.227675049244624	0.633253128746492	0.980542472279303	33.1247670156567	32.4884114803587	-0.0644969159246394	"chr14"	11201062	11201193	132	"+"	417	465	382	386	377	250
"ENSRNOG00000002270:E007"	"ENSRNOG00000002270"	"E007"	247.228567433383	0.00153317970937738	0.000503255205885011	0.982102277344553	0.997913206291033	27.437894744284	27.2110370492001	-0.0265108006675927	"chr14"	11201299	11201413	115	"+"	301	309	217	265	240	173
"ENSRNOG00000002270:E008"	"ENSRNOG00000002270"	"E008"	246.901948641654	0.0105378827680503	1.20177032937187	0.272968133399526	0.888342394527952	28.1442145927955	26.3053599878172	-0.215601361927364	"chr14"	11201645	11201812	168	"+"	377	296	207	250	215	164
"ENSRNOG00000002270:E009"	"ENSRNOG00000002270"	"E009"	136.03476377326	0.00087816249100934	0.00897193135587315	0.924537009656543	0.992709524988712	20.7857513658912	20.6748731398351	-0.0163888222798878	"chr14"	11202057	11202148	92	"+"	179	145	129	129	134	111
"ENSRNOG00000002270:E010"	"ENSRNOG00000002270"	"E010"	111.021071950386	0.0061134906666649	5.49132102293538	0.0191110977456405	0.419901089126911	17.7525865026834	19.9565868496399	0.354990848731791	"chr14"	11202149	11202325	177	"+"	128	92	105	114	128	105
"ENSRNOG00000002270:E011"	"ENSRNOG00000002270"	"E011"	120.854234538284	0.00484398978088496	6.66373998794049	0.00983941987578325	0.316131006210737	18.4733886944902	20.8091419090071	0.362641718518105	"chr14"	11202513	11202669	157	"+"	128	111	114	119	153	108
"ENSRNOG00000002292:E001"	"ENSRNOG00000002292"	"E001"	16.5029437992969	0.0049991419045928	0.0184362991323894	0.891994938168649	0.992709524988712	7.50285466299137	7.37207259673652	-0.051147602474825	"chr14"	11256268	11256779	512	"+"	26	19	11	15	17	13
"ENSRNOG00000002292:E002"	"ENSRNOG00000002292"	"E002"	32.658810368173	0.0118472121628858	0.0417896497266526	0.838021263421237	0.992709524988712	10.3667535190633	10.4908924816316	0.0348899362089359	"chr14"	11258573	11258629	57	"+"	51	34	23	34	35	23
"ENSRNOG00000002292:E003"	"ENSRNOG00000002292"	"E003"	80.239244496162	0.000843359993226577	0.00231569794226516	0.961619252706948	0.996607677452821	16.1501516395837	16.0946910178963	-0.010299361169996	"chr14"	11268562	11268730	169	"+"	90	98	79	81	83	57
"ENSRNOG00000002292:E004"	"ENSRNOG00000002292"	"E004"	82.7764806053575	0.000967178412713075	1.62409018282688	0.202522411829972	0.827858313562197	15.97491565218	16.8421891497064	0.158488598317887	"chr14"	11269631	11269792	162	"+"	88	90	83	84	101	58
"ENSRNOG00000002292:E005"	"ENSRNOG00000002292"	"E005"	82.7841022417689	0.00138899207384799	0.307507855421022	0.579213506345112	0.973479008281169	16.6052781720121	16.1913413300027	-0.0756749173065154	"chr14"	11270861	11270992	132	"+"	104	106	73	76	97	51
"ENSRNOG00000002292:E006"	"ENSRNOG00000002292"	"E006"	71.2477221312211	0.00135062289429244	0.780477911129196	0.376995017430546	0.921827085433355	15.5511228399893	14.8838405357417	-0.130791138517989	"chr14"	11271534	11271633	100	"+"	92	94	61	62	74	52
"ENSRNOG00000002292:E007"	"ENSRNOG00000002292"	"E007"	40.4968191869914	0.00221063696011465	0.00713228560555024	0.932696380950222	0.992709524988712	11.5913676323727	11.5104303524873	-0.0206102003515811	"chr14"	11271740	11271886	147	"+"	43	47	45	32	46	33
"ENSRNOG00000002292:E008"	"ENSRNOG00000002292"	"E008"	57.6147092497854	0.00189556857065665	1.15727111504688	0.282032206906136	0.888342394527952	13.3763677756009	14.1700375269063	0.170892162484685	"chr14"	11272978	11273075	98	"+"	67	54	60	63	69	38
"ENSRNOG00000002292:E009"	"ENSRNOG00000002292"	"E009"	75.5250372036804	0.00680786050169933	0.350799575543803	0.553660858390122	0.968372426877823	15.8929783663797	15.3149708998314	-0.110664994910981	"chr14"	11274256	11274578	323	"+"	83	90	85	76	64	59
"ENSRNOG00000052870:E001"	"ENSRNOG00000052870"	"E001"	2.7527992337838	0.0418466192850545	0.488466864999452	0.484611999038424	NA	3.27685911652989	2.86826619347129	-0.384797960774669	"chr14"	11285145	11285530	386	"-"	5	2	2	2	4	2
"ENSRNOG00000052870:E002"	"ENSRNOG00000052870"	"E002"	3.49887989961048	0.0527576285375194	0.017497513033959	0.894764277112523	NA	3.4562987608916	3.37074917001809	-0.0724402363748231	"chr14"	11297154	11297315	162	"-"	3	5	2	4	3	4
"ENSRNOG00000052870:E003"	"ENSRNOG00000052870"	"E003"	1.28918898518075	0.0838059967070962	0.839542737323946	0.359527580914942	NA	2.44438624352429	1.75654509014376	-0.954071625122859	"chr14"	11312043	11312144	102	"-"	1	4	0	0	2	1
"ENSRNOG00000052870:E004"	"ENSRNOG00000052870"	"E004"	1.46018004828872	0.13657072420715	3.71610224348424	0.0538900326000317	NA	1.09746760051576	2.85167485215996	2.75672068658393	"chr14"	11313368	11313617	250	"-"	0	0	1	0	6	2
"ENSRNOG00000053017:E001"	"ENSRNOG00000053017"	"E001"	1.4811447091119	1.25408759054567	1.29731778761084	0.254703742370816	NA	2.27929292168811	1.39160399943222	-1.4243612485384	"chr14"	11316930	11316974	45	"-"	3	0	5	1	0	0
"ENSRNOG00000053017:E002"	"ENSRNOG00000053017"	"E002"	1.04340061262836	1.58098670070359	1.15393662177632	0.282726590540073	NA	1.41266026639966	2.43697356920397	1.57418224884887	"chr14"	11321858	11321967	110	"-"	0	0	3	2	0	1
"ENSRNOG00000056502:E001"	"ENSRNOG00000056502"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11337598	11337704	107	"-"	0	0	0	0	0	0
"ENSRNOG00000060007:E001"	"ENSRNOG00000060007"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11367932	11368005	74	"-"	0	0	0	0	0	0
"ENSRNOG00000060007:E002"	"ENSRNOG00000060007"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11368840	11368903	64	"-"	0	0	0	0	0	0
"ENSRNOG00000057504:E001"	"ENSRNOG00000057504"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11453355	11453772	418	"-"	0	0	0	0	0	0
"ENSRNOG00000057504:E002"	"ENSRNOG00000057504"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11453920	11454815	896	"-"	0	0	0	0	0	0
"ENSRNOG00000051972:E001"	"ENSRNOG00000051972"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11488085	11488321	237	"-"	0	0	0	0	0	0
"ENSRNOG00000051972:E002"	"ENSRNOG00000051972"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11490430	11490504	75	"-"	0	0	0	0	0	0
"ENSRNOG00000060904:E001"	"ENSRNOG00000060904"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11544842	11544907	66	"-"	0	0	0	0	0	0
"ENSRNOG00000060904:E002"	"ENSRNOG00000060904"	"E002"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11545989	11546012	24	"-"	0	0	0	0	0	0
"ENSRNOG00000060904:E003"	"ENSRNOG00000060904"	"E003"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11546014	11546148	135	"-"	0	0	0	0	0	0
"ENSRNOG00000060904:E004"	"ENSRNOG00000060904"	"E004"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	11546150	11546314	165	"-"	0	0	0	0	0	0
"ENSRNOG00000002345:E001"	"ENSRNOG00000002345"	"E001"	0.187338728542649	0.255338436946894	0.276711694900882	0.598864632978763	NA	0.0473460473204028	1.01303577039047	8.83881023562193	"chr14"	11988671	11988934	264	"+"	0	0	0	0	0	1
"ENSRNOG00000002345:E002"	"ENSRNOG00000002345"	"E002"	54.823797218075	0.00448550770551869	0.191692519897572	0.661511665475134	0.983440849722955	13.6030969555564	13.2171607108425	-0.0852136995753563	"chr14"	12003226	12003408	183	"+"	71	50	36	58	65	53
"ENSRNOG00000002345:E003"	"ENSRNOG00000002345"	"E003"	52.346483660624	0.00508415671920705	0.25573321779089	0.613066763052434	0.973479008281169	13.3488547098483	12.9393025908973	-0.0921676987361417	"chr14"	12004947	12005069	123	"+"	62	56	33	54	74	41
"ENSRNOG00000002345:E004"	"ENSRNOG00000002345"	"E004"	41.0863568285923	0.00217116153117249	3.12547251155593e-05	0.995539375750602	0.998723634290003	11.640920692304	11.6483829056551	0.00188548446093417	"chr14"	12005515	12005652	138	"+"	48	41	25	45	54	37
"ENSRNOG00000002345:E005"	"ENSRNOG00000002345"	"E005"	44.9118831128768	0.00757493085567838	1.91167595361988	0.166777209817328	0.78831534825243	11.3877556047152	12.6627558881615	0.312645131226287	"chr14"	12011741	12011956	216	"+"	44	31	34	38	62	61
"ENSRNOG00000002345:E006"	"ENSRNOG00000002345"	"E006"	34.2624636022702	0.0115317499647493	0.447696261290758	0.503430998212912	0.950622273323404	10.2548569071227	10.9360024195149	0.188585348082912	"chr14"	12012388	12012462	75	"+"	34	22	32	36	53	31
"ENSRNOG00000002345:E007"	"ENSRNOG00000002345"	"E007"	40.3057398501789	0.00911078615152349	0.90496398326043	0.341454162647661	0.90788720288937	11.0202564394709	11.9497266834422	0.238117586373714	"chr14"	12013926	12014021	96	"+"	44	26	32	40	69	35
"ENSRNOG00000002345:E008"	"ENSRNOG00000002345"	"E008"	44.7553650194357	0.00308698049703767	0.360169105700905	0.548412333529673	0.967039441534579	12.3692684418119	11.9713477680444	-0.0963797096668371	"chr14"	12014128	12014230	103	"+"	46	50	33	33	69	42
"ENSRNOG00000002345:E009"	"ENSRNOG00000002345"	"E009"	42.2240291349001	0.00396920550492256	2.32835130640419	0.12703636255494	0.746202129620711	12.4573717682655	11.2957837359029	-0.288216169388226	"chr14"	12016477	12016556	80	"+"	53	50	28	30	63	35
"ENSRNOG00000002345:E010"	"ENSRNOG00000002345"	"E010"	30.6020126634332	0.00196588510161286	0.448457711141401	0.50306827410223	0.950622273323404	9.78068258693253	10.3064737351862	0.153304714175736	"chr14"	12017168	12017263	96	"+"	36	27	17	25	46	35
"ENSRNOG00000002345:E011"	"ENSRNOG00000002345"	"E011"	23.808093963323	0.00215761799465931	0.112181939550453	0.737673572714701	0.989869615376402	9.02752412649305	8.80234756732044	-0.0737274308368852	"chr14"	12022105	12022200	96	"+"	30	20	18	19	34	24
"ENSRNOG00000002345:E012"	"ENSRNOG00000002345"	"E012"	32.5249885859396	0.00459878827582623	0.133660876688182	0.714666109724393	0.988823204199875	10.4781590277217	10.2177466617908	-0.073747592952663	"chr14"	12022692	12022815	124	"+"	37	28	27	25	38	41
"ENSRNOG00000002345:E013"	"ENSRNOG00000002345"	"E013"	24.8531383226977	0.0124115810192955	0.00687267457591645	0.933929785195383	0.992709524988712	8.96552193920077	9.09407468619288	0.0415662075025045	"chr14"	12023706	12023778	73	"+"	21	25	21	20	29	33
"ENSRNOG00000002345:E014"	"ENSRNOG00000002345"	"E014"	21.8383581334902	0.00363684396993007	0.108330336979733	0.742053089319885	0.989869615376402	8.62517992893312	8.3993679283147	-0.0773552856641784	"chr14"	12027183	12027381	199	"+"	21	26	15	16	28	26
"ENSRNOG00000002361:E001"	"ENSRNOG00000002361"	"E001"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	12218553	12219025	473	"+"	0	0	0	0	0	0
"ENSRNOG00000002361:E002"	"ENSRNOG00000002361"	"E002"	0.562016185627947	0.160325696756498	1.25150763308267	0.263264722790713	NA	0.0201928832991172	1.64932746799725	12.704346908539	"chr14"	12243627	12243793	167	"+"	0	0	0	0	0	3
"ENSRNOG00000002361:E003"	"ENSRNOG00000002361"	"E003"	0	NA	NA	NA	NA	NA	NA	NA	"chr14"	12246309	12246422	114	"+"	0	0	0	0	0	0
"ENSRNOG00000002361:E004"	"ENSRNOG00000002361"	"E004"	0.526727471456936	0.122332926556909	0.0167464353776907	0.897034802803509	NA	1.1738936011717	1.34237244551831	0.387055965691517	"chr14"	12247989	12248094	106	"+"	1	0	0	0	0	2
"ENSRNOG00000002361:E005"	"ENSRNOG00000002361"	"E005"	1.08874365708488	0.0713783845072781	0.97470966729405	0.323508403539281	NA	1.17441722436438	2.12546515130187	1.71232785985192	"chr14"	12258259	12258322	64	"+"	1	0	0	0	0	5
